GeoName,LineCode,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,,,,,,
Mississippi,10,2158.5,2109.5,2442.8,2527.4,2229.3,2545.5,2477.3,2451.2,2406.5,2407.5,2377.2,2349,2411.9,2586.4,2712.9,2339.5,2265.1,2311.1,2407,2538.2,2622.9,2752.1,2740.2,2879.5,2607.2,2832.5,2781,2983.2,2768.3,2966.1,2978.5,2783,2871,2875.5,2890.1,2908.1,2681.1,2869.6,2876.2,2858.9,2830.2,2797.8,2910.9,2886.1,2840,2865,2980.7,3036,2880.1,2889.7,2884.6,2847.2,2782.8,2886.4,2800.2,2869.7,2748.5,2921,2818.6,3094.9,3042.7,3042.7,2949.8,2944.4,2873.3,2908.7,2882.8,2808.8,2943.3,3020,2923.9,2908.2,2947.6,,,,,,
Mississippi,11,4853,4875.1,4978.7,5813.3,5513.6,5614.4,5627.4,5506.1,5646.1,5532.7,5793.6,5797.5,6042.3,6081.2,5527.6,5352.5,5070.1,5120.2,5076.5,4612,4599,4682.4,4665.7,4564.5,4561,4482.2,4464.8,4364.9,4744.2,4480.8,4115.8,4079.7,4186.7,4143.4,4309.2,4138.9,3941.8,3817.6,3614.9,3435.5,3372.2,3314.1,3253.6,3120,3267.1,2964.1,2971.2,2944.6,2926,2786.7,2769.6,2794.6,2780.9,2946.6,2727.2,2764.8,2815.3,2809.5,2789.4,2757.1,2690.7,2642.5,2746.7,2791.4,2732.1,2890.5,2892.7,2739,2804.6,2629.8,2500,2481.2,2519.3,,,,,,
Mississippi,12,15317,15369.3,15491.5,16165.8,16786.5,17128.8,17217.8,17768.3,17206.4,17263.4,17852.3,18278.6,17811.5,18088.6,17546.7,16234.2,14419.6,15051.5,14962.7,15566.8,15601.4,15567.9,15429.5,15041.8,15150.8,15156.1,15189.3,15862,16836.3,16746.5,16451,15859.3,15768.8,14869.4,14983.4,14995.4,15339.9,15993.1,15828.8,15908.6,15574.8,15866,15690.3,15650.3,16062.9,15943.1,16070.4,16101.5,16293.1,16233.9,16169.3,16366.1,16243.2,16032.6,15768.7,15479,15636.4,15955.6,16126.3,16204.5,16201.4,13931.7,16807.6,16651.7,16984.5,17501.9,17393.7,17958,18051.9,17724.8,17546.8,17556.2,17387.6,,,,,,
Mississippi,13,7530.7,7483.3,7403.7,7686.6,7870.7,8108.5,8300.3,8668,8612.3,8695.2,9126.6,9252.6,9111.3,9080.5,8833.1,8294.5,7046,6957.6,7083.8,7501.9,8111.2,8389.1,8589.9,8152.8,8478.6,8327.8,8162.9,8287.3,8211.9,8288,8124.2,8297.6,8481.2,8392.9,8488.6,8548.6,8350.6,8523.8,8453.1,8474.4,8282,8542.6,8610.1,8744.4,9046.3,8900.8,8917.3,8832.2,8860.8,8543.4,8604.4,8684.4,8904.3,8773.2,8660.3,8739.4,8677.4,8861.3,8839.3,8911.4,9069.8,7498.2,9505.2,9315.7,9508.7,9798.9,9686.6,9827.2,10221.7,10188.8,10060.9,10180,10155.9,,,,,,
Mississippi,25,7908.6,8042,8301.9,8713,9190.3,9270.8,9124.9,9284.9,8709.7,8671.8,8799.9,9126.5,8772.3,9124.4,8819.9,8010.9,7514.9,8349.5,8091.5,8257.6,7538.3,7170.4,6789.9,6879.5,6644.1,6815.1,7021,7573.3,8631.5,8458.9,8321.7,7559.3,7277.4,6445.3,6456,6401.3,6969.7,7463.8,7369.6,7431.2,7293.7,7313.8,7052.9,6856.5,6946.8,6983.6,7102,7238.3,7416.1,7724.1,7582.2,7699.2,7329.3,7247.5,7091.6,6704.1,6934,7067,7277.8,7279.7,7081.9,6483.6,7217.4,7284.3,7425.4,7653.7,7660.5,8077.8,7797.5,7518.2,7465.6,7366.6,7229.7,,,,,,
Mississippi,34,5262,5205.8,5158.3,5399.5,5371.5,5384.2,5409.6,5386.6,5359.6,5478.1,5461.2,5427.1,5411.6,5474.3,5428.5,5191.9,4847.4,4737.1,4694.6,4907.1,4813.5,4995.5,5101.3,5013.6,5029.4,5006.3,4980,5185,5086.1,5245.5,5233.8,5107.7,5340.7,5150.3,5225.8,5263.3,5116.1,5264.4,5413.3,5354.7,5368.9,5454.2,5520.1,5460,5325.8,5385.5,5426,5422.2,5491.8,5438.2,5463.3,5427.5,5474.9,5403.8,5455.3,5399.8,5460.3,5276.1,5311.9,5376.9,5367.6,5041.7,5453.8,5443,5519.6,5701.7,5539.6,5564.8,5474.2,5379,5448.8,5519.3,5541.8,,,,,,
Mississippi,35,7894.2,8140.9,8186.4,8381,8657,8817,8515.1,8531.1,8254,8027.8,8033.7,8034.9,8056.1,7933.6,7897.4,7654.1,7585.7,7640.8,7474.6,7654.5,7681.5,7856.2,7843.6,7701,7862.7,7748.2,7694.9,7756.2,7795.2,7666,7817.4,7783.6,7899.2,7812,7845.5,7784.2,7988.5,7942.1,7940.9,7819.5,7784.2,7934.5,8043.1,8015.7,8265.6,8403.2,8302.2,8461.7,8369.5,8424.1,8515.8,8518.4,8458,8413.8,8474.5,8420.6,8534,8464.1,8589,8554.3,8357.5,8110.1,8744,8613.9,9044.4,8772.3,8405,8433.2,8439.4,8409.1,8516.4,8688.9,8915.9,,,,,,
Mississippi,36,3139.4,3163,3238,3288.2,3250.3,3333.5,3332.9,3321.2,3195.8,3271,3301.9,3478,3221.3,3355.1,3337.9,3240,3038.8,3062.3,3060.9,3106.6,3068.9,3145,3199.4,3241,3230,3227.5,3218.8,3182.2,3237.3,3222.8,3225.5,3248.5,3206.3,3175.6,3247.3,3293.6,3132.7,3161,3229.1,3216.5,3158.7,3277.6,3273.1,3281.5,3143.1,3273.4,3260.5,3328.1,3467,3429,3437.3,3440.2,3733.8,3682.7,3676.9,3661.3,3634.9,3655.3,3748.9,3843.6,3890,3337,4019.5,3957.7,3859.3,3665.1,3708.3,3664.3,3480.7,3485.6,3541.1,3589.6,3628,,,,,,
Mississippi,45,1757.6,1790.3,1836.5,1979.4,1895.3,1908,1865,1794.2,1877.1,1823.3,1856.9,1827.5,1969.1,2062.6,2076.1,1988,1894.6,1885.7,1905.8,1982.6,1850.8,1924.5,2000.2,2009.2,1847.8,1906.4,1927.6,1867.2,1967.4,1997.4,1978.9,1965,2253.6,2189.4,2205.9,2143.6,2185.2,2505.9,2180.1,2367.5,2470.7,2529.2,2602.3,2658.2,2621.6,2601.1,2650.8,2643.8,2615.8,2614.9,2593.1,2614.8,2604.1,2677.2,2661.7,2678.4,2789.3,2697.9,2665.5,2570.9,2727.5,2688.8,2738.9,2709.3,2775.8,3038,3075.4,3212,3341.1,3330.1,3440.5,3495.9,3579.7,,,,,,
Mississippi,51,3920,3912.5,3983.5,4151.1,3974,3947.1,3940.4,3943.6,3836.5,3931.8,3954.8,4003.6,4252.4,4318.3,4009,3396.6,4581.9,4558.1,4475.6,4212.4,4254.6,4041.1,4125.6,4369.8,4288.1,4392.6,4378.5,4344.7,4538.4,4429.5,4385.6,4050.3,4191.7,4115.2,4147.5,4340.6,4565.2,4707.3,4570.5,4480.7,4576.3,4632.5,4589.3,4785.1,4663.1,4637.1,4852.1,4954.3,4414.5,4136.3,4160.7,4009.5,4133.6,4208.8,4215.4,4097.8,4094.8,4061.5,4056.8,4321.3,4178.8,4503.4,4618.6,4705.3,4866.9,4805,4805.5,4808.1,4742.3,4816.9,4772.8,4732.5,4650.5,,,,,,
Mississippi,56,8981.1,9011.1,9123.8,9445.4,8869.6,9001.9,9059.1,9115,8650.1,8536.9,8870.8,8736.8,8609.7,9090.7,9746.2,9975.2,10113.1,9641.2,9485,9427.4,9549.6,9777.5,9942.6,9797.6,9810.6,10265.9,10499,10904.2,10464.5,10676.5,10852.1,10825.8,10895.8,10923.1,11050.4,11039.3,10890.5,10877.1,10932.4,10919.3,11111.6,11002.5,11022.9,11022.5,10984.9,11010.8,10965.5,10905.5,10849.9,10870.8,10801.4,10790.1,10821.3,10805,10706.1,10664.5,10462.8,10473.5,10693.1,10878.8,11184.5,11183.2,11554.1,11478.8,11438.8,11347.4,11299.2,11307.2,11332.4,11191,11182.4,10999.8,10882.4,,,,,,
Mississippi,60,3083.1,3029.4,2991.5,3070.2,3139.5,3160.1,3167.6,3173.3,3221.4,3194.1,3249.2,3361.7,3478.4,3604.4,3619.9,3689.2,3495.1,3376.5,3353.8,3314.6,3275.7,3314.6,3367.6,3302.9,3295.9,3318.8,3348.3,3330.5,3365.5,3388.9,3310.5,3151.3,3259.6,3196.6,3230.8,3242,3228.1,3269.6,3341.7,3312.9,3307,3305.9,3324.5,3361.6,3355.3,3308.8,3260.8,3243.9,3277.2,3266.4,3280.1,3311.7,3294.5,3382.3,3299,3270.4,3291.1,3273.4,3359.5,3330.2,3447.6,3185.8,3353.3,3301.1,3381.4,3549.1,3655.1,3620.5,3696.6,3684.4,3718.2,3742.8,3745.7,,,,,,
Mississippi,64,1005.5,1030.7,1068.9,1075.8,1163.9,1045.3,1058.5,938.4,1064.8,1040.5,1017.8,1044.9,1019.1,1104,1099.3,1029.3,1034.4,1002.8,1008.4,1053.2,1051.3,1048.1,1040.8,1067.4,1035.3,1074.9,1174.6,1152.3,1135.1,1185.2,1171,1129.9,1106.6,1167,1215.6,1305.4,1219.2,1242.3,1247.3,1205.9,1227.5,1201.8,1195.5,1252.6,1245,1241.6,1263.6,1280.6,1249.5,1277.5,1349.4,1457.1,1387.6,1421.6,1498.3,1444.9,1442.3,1450.4,1440.1,1425.9,1517.4,1485.3,1465.5,1741.8,1580.4,1628.5,1654.7,1745.9,1632.5,1666.6,1689.5,1736.6,1698.6,,,,,,
Mississippi,65,1753.7,1751.7,1812.9,2037.8,2075.9,2089.8,2029.4,2018.3,2100.4,2138.8,2212.9,2259.4,2241,2313.6,2290,2243.9,2134.9,2109.1,2094.3,2125.1,2252.5,2457.4,2571.2,2517.1,2495.1,2462.6,2426.9,2431.5,2547.3,2578,2559.7,2618.6,2690.1,2648.4,2718.3,2688.3,2643.9,2704.4,2722.7,2749.7,2654,2721.6,2693.7,2670,2704.3,2636.7,2638.8,2655.4,2647.6,2649.6,2649.1,2691.1,2640.4,2712.9,2720.9,2836.5,2744.4,2727.9,2720.6,2694.1,2754.3,2442.6,2786.3,2866.5,2987.2,3087.3,3248.9,3308.4,3275.6,3327.9,3316.4,3284.7,3306.9,,,,,,
Mississippi,69,683.6,687.4,665.3,669.1,703.2,718,753.3,734.7,719,721.2,734.6,737.5,769.5,770.2,791,798.9,840.5,836.2,831.1,847.9,870.3,880.9,905.2,896.3,887,899.1,891,917.3,932.9,944.8,941.5,898,904.6,887.3,884,920.5,891.7,890.8,865,841.1,797.1,802.4,783.8,798.4,809.9,811.2,781.1,799.3,758.8,739.2,743.7,726.3,730.5,741,741.1,741.8,753.9,748.4,754,710.5,695.8,617.2,651.1,628.8,623.3,675.1,670.5,662.4,667.7,661.5,668.1,701.6,703.1,,,,,,
Mississippi,70,6456.4,6455.1,6548,6443.8,6798.6,6787.6,6812.2,6837.2,6892,6856.1,6962.8,6995.3,7152.7,7264.2,7398,7432.1,7456.5,7401.6,7478.4,7508.6,7464.8,7464.8,7462,7551.3,7534.1,7547.6,7638.8,7685.6,7722.9,7723.8,7640.3,7746.5,7666.1,7663.4,7552.8,7607.9,7563.8,7597.7,7697.6,7731.7,7725.7,7824.8,7782.4,7822.1,7903.4,7930.9,7870.8,7898.4,8021.2,7977.4,8074.6,8063.6,8219.9,8166.5,8301.2,8294.8,8366.4,8399.9,8457.5,8472,8417.7,7295.1,8531.5,8692.9,8158.4,8276,8197.6,8289.5,8132,8166.9,8230.4,8345,8518.4,,,,,,
Mississippi,76,922.7,893.8,861.9,683.7,577.2,633.6,668.5,764.4,723.2,713.6,817,846.5,812.9,750.7,712.5,701.4,764.5,720.8,678.6,652.1,757.6,719.3,722.1,718,655.9,702.3,657.1,648.1,656.1,674.6,650.4,677.9,670.5,657.1,629.7,652.1,607.5,597.9,586.6,569.2,568.8,570.2,577.6,581,615.3,583,570.5,595.1,479.8,493.2,503,493.1,466.9,473.9,462.2,452.7,448.2,437.1,441.6,451.1,433.8,244.7,333.3,344.1,376.5,389.2,405.7,398.1,368.7,381.6,385.7,376.7,389.3,,,,,,
Mississippi,79,4475.2,4364.3,4267.9,4162.2,3897.8,3978.2,4070.1,4262.7,4183.1,4155.3,4141.3,4183.7,4187.8,4070.6,4038.2,3925,3807.2,3743.8,3691.6,3667.4,3794.8,3842.1,3858.7,3823.8,3873.6,3895.8,3889.9,3830.4,3905.3,3782.8,3738.2,3775,3846.3,3743.9,3779,3729.7,3761.9,3753.8,3741,3695.5,3726.8,3709.7,3768.1,3737.2,3731.8,3698.3,3668.7,3749.7,3765.7,3805.5,3752.2,3731.1,3711.1,3733.7,3738.7,3838.3,3825.2,3788.5,3821.4,3808.9,3706.6,2456.9,3733.1,3613.9,3850.4,4121.7,3965.4,4053.4,4245.8,4314.5,4276.4,4217.6,4269,,,,,,
Mississippi,82,2642.6,2645.8,2613.5,2658.7,2685.4,2697.8,2681.5,2643.2,2632.8,2577.3,2586.4,2546.9,2516.6,2531.7,2472.2,2471.9,2372.2,2379.3,2353.6,2349.1,2318.7,2365.8,2398.4,2374.9,2350.8,2344.2,2303.5,2281.6,2374.6,2368,2364.8,2343.8,2335.8,2308,2330.1,2353,2320.6,2354.3,2379.4,2415.4,2295.7,2340.6,2321.4,2307.5,2218.9,2237.4,2251.6,2249.1,2210.3,2194.5,2205,2220.3,2173.6,2187,2188.6,2171.2,2172.3,2160.2,2189.4,2226.5,2220.1,1884.6,2128.5,2105.2,2011.4,2104.9,2100,2042.5,2018.4,2007.7,2017.4,2015,1999.1,,,,,,
Mississippi,83,17699.6,17671.1,17292.5,17344,16995.7,16877.8,16916.8,17134.4,17380.9,17749.6,18014.3,18147.4,18272.3,18323.2,18397.7,18341.1,18541.2,18472,18334.5,17983.3,18330.8,17961.7,17742.7,17384,17804,17537,17463.1,17744.9,17430.8,17486.1,17383.9,17365.4,17327,17289.9,17141.2,17090.1,17256.3,17186.1,17040.3,17102.7,17055.3,17097,17134,17023.8,17486,17447.4,17231.6,17266.8,17503.2,17371.7,17343.8,17315.9,17059,16982.8,17024.4,16883.6,16941.5,17039.5,17142.9,17281.8,17146.4,16360.8,16487.4,16556.5,16486.3,16570.1,16695.6,16465.1,16608.3,16578.6,16541.1,16560.2,16775.6,,,,,,
Mississippi,84,2868.4,2920,2901.4,2955.3,2966.8,2956.8,2956,2915,2895.7,2914.6,2941.1,2959.4,2981.3,3004.5,3043.9,3066.8,3095.3,3097.9,3044.4,2977.9,2973.9,3025.6,3000.9,2966.1,2985.8,3000.3,2981.4,2994.2,2969.4,2961.8,2971.5,2979.8,2994,2954.2,2903.3,2915.7,2990.8,3024.2,3067.3,3092.5,3145.3,3163.2,3170.5,3175,3178.1,3182.3,3189.3,3212.5,3232.8,3238.9,3240.4,3236.2,3223.7,3200.9,3198,3182.8,3130.3,3195.8,3199.2,3167.4,3161.5,3143.5,3195.6,3124.5,3109.2,3067.7,3042.1,3032.9,3029.9,3025.7,3000.4,3053.7,3129.6,,,,,,
Mississippi,85,2279.6,2318.2,2257.5,2181.1,2044.3,2024.1,2028.5,2035.5,2020.7,2034.1,2096.8,2108.4,2156,2198.7,2258.4,2307,2373.6,2291.2,2264.3,2255.6,2293,2299,2257.3,2210.1,2165.7,2144.1,2141.3,2152.5,2114.4,2115.9,2105.2,2063,2050.1,2011.9,1993.5,1966,1964,1927.3,1838.3,1816.7,1795.3,1788,1785.2,1780.8,1920.6,1929.2,1935.9,1931.9,1944.3,1987.4,1989.7,1941.8,1894.1,1854.2,1836,1812.9,1929.5,1951.7,1962.2,1968.4,1946.6,1935.2,1921.6,1935.9,1994.1,2033.2,1900,1884.1,1901.1,1878.4,1831,1772.1,1943.2,,,,,,
Mississippi,86,12549.4,12426.4,12125.8,12201.4,11979.5,11891.7,11927.5,12182.8,12467,12806.1,12981.2,13084.6,13138.8,13122.1,13095.6,12966.2,13071.1,13082.6,13026,12749.8,13064.7,12635.9,12483.3,12206.3,12653.1,12392,12339.9,12598.4,12346.9,12408.5,12307.3,12322.7,12283.7,12322.7,12242.5,12206.5,12300.3,12234,12134,12192.2,12115.4,12146.4,12178.5,12070,12389.7,12339.5,12114.2,12130.7,12332.6,12156.4,12125.3,12147,11951.2,11935.4,11996.5,11894.3,11891,11904.5,11992.8,12152.6,12045,11304.8,11392.7,11512.1,11404.6,11488.7,11756.7,11555,11681.8,11677.5,11707.6,11731.3,11716.6,,,,,,
Missouri,1,263559.7,265589.6,266296,267495.1,267349.1,269138,266414,265983.3,262968.8,267235.4,269020.9,271539.5,271435.9,276199.4,271150.9,274958.7,266397.5,265754.6,267289.8,267897.7,270177,270818.3,271277.7,270658.6,267150.4,268193.6,268086.8,270704.4,272673,272339.6,270765.7,270362.3,275137.9,274044.6,274517.5,274697.1,271224.3,275190.8,278362,279545.6,279367.1,279819.1,279702.3,277194.9,278546.2,278223.6,278576.5,281090.2,279402,281021.2,281466.1,283124.1,282020.5,284918,285534.7,285687.8,288322.9,289665.3,292273.4,292216.5,288830.3,266048.3,286515.9,289622,291959.7,296052.5,296322.7,298414.3,300810.2,299283.7,300582.9,302028.4,303980.6,,,,,,
Missouri,2,230644.8,233053.4,233606.6,234496.7,234432.7,235754.6,233151.7,232495.4,229764.3,234084,235529.5,237959.2,237859.1,242102.8,237067.3,240717.3,232157,231158.6,232677.3,233581.6,235534.3,236567.3,237457.3,237205.2,233308.6,234615.3,234786.6,237290.6,239319.6,239521.3,237484.7,237279.7,241838.8,240996.9,241614.4,241982.9,238579.9,242447.1,245724.4,247047.3,246652.1,247424.7,247303,244935.9,246139.8,246023.4,246219.6,248455.8,246921.1,248365,248908.2,250313.7,249581.8,252319.7,252985.5,253348.1,256264.6,257423.8,259982.6,259665.8,256199.4,234607.5,254511.4,257832.4,259965.1,264511.9,264755.8,267087.2,269194.5,267854.2,269101.2,270498.4,272162.9,,,,,,
Missouri,3,3746.7,3925.8,3939.7,4028.7,4225.4,4716.4,4413.7,4263,3545.1,3632.8,3551.1,3838.7,4575.5,4422.7,4244,4514,4750.6,4814.7,5319.5,5300.5,4303,4376.9,4304.1,4081.1,4343.2,3924.9,3931.2,4351.3,4130.6,3776.6,2834.7,2623.8,4767.7,4817.4,4680.2,4225.2,5156.1,5046.3,5411.2,5876.4,3689.3,4003.4,4321.3,4017.8,5459.3,5152.4,4784.8,4160,4678.4,4527.6,4399.9,4970.8,3872.4,4845.5,4357,3778.1,4409.8,4262.7,4212.6,3866.7,5365.5,4304.5,4348.1,5171.7,3643.9,4861.4,5090.1,4150.2,5024.6,5538.8,5387.6,5018.3,5964.4,,,,,,
Missouri,6,2937.5,2002.4,2218.5,2005,1526.2,1610.1,1434.2,1476.6,1481.7,1567.6,1588.8,1742.5,1734.1,1370.5,1104.7,1234.5,1239.4,1013.8,1136.7,983.3,915.4,1210.3,1154.1,1103.6,1053.9,958.2,1009.3,1001.2,1030.7,1020.3,904.3,966.3,929.4,916.3,957.4,1021.3,982.7,982.5,931.7,910.2,918.2,876.1,886,895.5,1033.3,916.5,949.2,856.4,947,1014.6,1094.9,1172.1,1190.2,1151.6,1111,1050.7,1129.1,1085.4,1065.8,1224.1,1235.6,1295.8,1251.1,1127.6,1133.1,1244.7,1474.8,1461.9,1527.1,1497.6,1567.5,1649.5,1658,,,,,,
Missouri,10,3277.7,3327.1,3564.6,3687.9,3362.2,3684.2,3704,3552.9,3616.1,3781.9,3845.1,3869.2,3763.1,3994.4,4361.2,3623.6,3684.4,3739,3991.2,4203.5,4728.8,4544.1,4568.3,4728.4,4558.3,4894.9,4807.8,5294,5032.7,4859.1,5088.4,4785.3,5111.4,5317.4,5016.9,4849.6,4638.3,4717.9,4737.1,4899.8,4363,4770.3,4840,4836.9,4740.1,4906.4,5000.9,5038.8,4681.9,4840.5,5023.6,4983.7,4837.8,4848.2,4713.5,4527.3,4646.1,4738.5,4415.8,4717.6,4497.6,4644.6,4604.7,4518.3,4279.4,4318.6,4340,4258.4,4085.8,4174.2,4024.2,3990.1,3975.2,,,,,,
Missouri,11,13471.3,13548.3,13017.5,12923.1,13077.3,12713,12387.6,11831.7,12008.5,12387.2,12420.4,12193,11514.1,11605.4,11801.3,11172.3,10612,10265.9,10531.3,9556.5,9142.9,9105.1,8883.1,8894.4,8527.8,8996.8,8939.3,8781.6,9158.1,9129.9,8976.2,9225.7,9130.6,9263.7,9521.3,9246.8,8927.3,8908.6,8776.5,8728.1,8970.1,9203.1,9179.6,9251,9628.8,9714,9777.3,10230.9,10742.3,10156.5,10367.7,10588.4,10572.1,10348.4,10303.4,10188.1,10394.7,10481.2,10696.5,10487.3,10527.2,10331.2,10643.8,10831.1,10940.5,11390.7,10888.3,10501.4,10263.9,9724.3,9296.6,9140.2,9196,,,,,,
Missouri,12,37253.5,37318.9,37057.3,38005.6,37441.4,38105.1,36667.2,36373.2,36262.8,37419.4,37020.1,37867,36020.7,37152.5,34509.7,37790,31606.5,31289.4,30907.5,31971.4,32450.2,33894.9,34828,33352.5,31836,32528.6,32465.2,33418.1,35200.1,35280.3,34875.2,34466.4,35239.5,35046.6,34920.3,34500.4,33792.9,35104.7,35410.5,36050.4,36868.8,36457.7,36354.3,34624.7,33514.9,33887.3,33420.9,33748.3,32965.3,34517.3,33950.4,33613.2,32872.1,33004.5,32931.6,33770.6,33914.4,35088.9,35866.9,35284.9,34139.3,31166.2,35149,34888,35428.4,36609.5,36282.6,37417.6,38457.6,37595.4,37548.5,38279.9,38096.3,,,,,,
Missouri,13,17500.7,17907.7,17833.7,18354.5,17734.2,17846.7,16861.9,16420.9,15929,16546.8,16958.9,17512,17118.3,17161,16798.6,15224.5,13894,12797.8,12577,13205.3,14015.6,15442.7,16629.4,16194.4,15507.5,15283.1,15496.5,16365.6,16166.4,16585.9,16603,16570.4,17142.4,16668.4,16603.3,16318.5,16305.5,16705.5,17478.2,18128,18891,19393.1,19940.5,19207.3,17677.7,18481.9,17628.9,17760.7,16822,17388.3,17366.2,17078.2,16783,16922.2,16818.1,17096.1,17730.7,18064.6,17834.3,17603.4,16455.3,15148,17688.9,17783.5,18020.9,19241.8,18943.3,19339.8,20421,20361.9,20361.9,20878,20567.1,,,,,,
Missouri,25,19612.4,19165.3,18970.4,19382.6,19535.9,20134,19748.4,19959.7,20442.9,20957.6,20023.4,20296.1,18775.1,19976.1,17593.7,22786.5,17778.4,18657.5,18500.8,18922.3,18530.4,18485,18183.2,17134.5,16311.7,17252.7,16970.9,17041.7,19047.4,18691.4,18265.5,17892,18098.2,18378.4,18316.4,18180.2,17485.2,18395.5,17933.6,17927.4,17983,17070.5,16431.1,15439.6,15844,15422,15799,15994.6,16137.1,17118.8,16579.4,16526.7,16083.9,16079.2,16108.4,16664.9,16185.7,17021.1,18017,17668.1,17651.6,15994.6,17448.6,17101.9,17408.3,17416.6,17379,18098.8,18125.8,17383,17340.2,17577.1,17669.1,,,,,,
Missouri,34,17821.1,17893.2,17916.9,18345.5,18228.3,18090.2,17992,18055.1,18199,18467,18681.9,18774,18763.4,19172.4,18565.6,18353.6,16686.7,16167.9,16300.3,16843.2,16783.6,17254.7,17523.1,17543.2,17165.6,16764.4,16546.9,17188.3,17409.6,17812.3,17814.4,17480.3,18114.7,17973.5,18152.7,18394.1,18528.5,18863.5,19753,19576.4,19137.5,19412.5,19523,19495.1,19345.7,19710,19908.1,19915.8,19538.1,19601.1,19347,19444.7,19869.3,19758.3,20230,19734.6,19712.2,18992.4,19034.4,19730,20017.5,18789.3,20693.1,20340.6,21218.8,21029.8,20730.7,20770,21257.6,20833.8,21142,21360.9,21315.6,,,,,,
Missouri,35,17170,17566.7,17820.3,17488.3,17217.5,17475.5,16985.4,17090.8,16943,16584.3,16590.5,16666.2,16788.5,16704.1,16550.9,16176.8,16387.6,16210.7,16083.7,16485.9,16255.9,16428.1,16427.1,16452.9,16023.6,15867.8,15784.8,15930.9,15982.8,15721.9,16126.1,15998.9,16378.6,16329.3,16127.5,16100.3,16186.3,16277.8,16414.5,16205.5,16655.5,16879.6,17131.9,17161.3,17307.1,17400.9,17538.2,17835.5,17650.1,17679.3,17985.2,17890.2,18220.8,18088.2,18231.9,18224.9,18307.6,18352,18576,18390.4,18326.4,17217.6,18701.5,18491.6,19217.5,18439.2,17825.5,18125.7,17311.4,17275,17506.3,17858.5,18291.8,,,,,,
Missouri,36,9144.9,9320,9573.9,9824.2,9709.8,10016.4,9841.9,9835.9,9236.7,9397.3,9485.4,9811,9442,9660.4,9476.8,9146.7,8839,8787.8,8627.9,8726.5,8358.9,8557.1,8743.7,8753,8411.1,8585.2,8465.1,8494.5,8584,8565.1,8547.8,8606.8,8840.8,8767.3,8878.7,9078.8,9019,9011.2,9250.6,9304,8885.6,9087.4,9212.8,9129.7,8822.9,9010.4,8939.1,9221,9221.5,9346.3,9367.2,9370,9359.4,9322.9,9302.2,9314.3,9232,9276.1,9345.1,9178.5,8953.6,7316.5,8536.6,8438.6,8753.9,8506.6,8706,8941,8348.3,8395.9,8576.1,8715.1,8767.7,,,,,,
Missouri,45,10331.2,10811.4,10584.8,10243.9,10715.5,11322.4,11414.7,11586.6,10920.5,11179.5,11690,11774.6,12858,13084.3,13188.6,13299.7,11737.9,12259.8,13040,13303.9,13244.8,12776.2,12761.4,12690.8,12749.6,13416.1,13555.2,13091.4,13078.3,13029.4,12449.7,13218.9,12836,12932.1,12649.1,12610.9,11846.1,12294.6,12439,12622.6,12055.4,11895.3,12111.5,12110.4,12192.1,12200.3,12378.3,12779.5,11999.5,12312.3,12439.9,12530.7,11903.1,12626.4,12642.6,12756.2,13101.1,13113.2,13589.8,13307,11845.6,11172.5,12012.6,13377.4,12663.2,14060.8,13438.2,13679,15729.9,14442.1,15157.4,15485.6,15428,,,,,,
Missouri,51,18130.3,18451.4,18638,18802.4,19120.2,18689,18854.2,18444,17728.9,18024.5,18259.6,18124,18747.5,19083.7,17358.2,14643.7,22320.5,23713.6,23973.1,23228.7,24039.3,22465.7,22190.1,22513.6,22819,21809.2,21701.1,22148.1,21616.6,21543.3,20790.4,19854.7,19458,19141.5,19431.6,19912,18939,19912.8,19816.1,19895.3,19911.5,20030.5,19095.8,18719.4,19791.4,19137.3,19462.2,19828.4,18928.1,18194.7,18458.2,18622.6,18742.4,19468.4,19851.4,19323.6,20076.5,20008.6,20080.9,20264.3,19501.1,19996.9,20541.1,21878.6,21321,21420.3,21521.4,21599.9,21066.9,21271.3,21119.6,20783,20420.3,,,,,,
