Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2003:Q2,pct60to80,10582108,4309417,3505012,804405,6272691,868591,172379,134044,57518,76526,100221,83697,16525,808289,215402,285836,510270,2457116,591417,129125,2109021,2104324,1555307,538705,-3370,13682,4698,8473087,21948064,,
2003:Q2,pct40to60,5955697,2754360,2213101,541259,3201337,473351,106201,67207,24365,42843,68076,55911,12164,453807,114589,99372,179794,1267613,285502,85826,1354845,1352388,908886,419354,-941,25089,2458,4600852,21942333,,
2003:Q2,pct20to40,3579676,1807856,1459220,348635,1771820,447084,52833,32188,13560,18628,20596,11494,9102,180060,58232,21838,57368,591597,251972,58053,698451,697186,415870,274903,-654,7067,1265,2881225,21942700,,
2003:Q2,pct00to20,1663600,926773,746599,180174,736827,179933,25514,7896,0,7896,16738,14070,2668,116616,41597,2914,10983,148522,155776,30339,297752,296871,155692,134532,-455,7102,881,1365848,21939736,,
2003:Q3,pct99to100,9517600,2484805,2026034,458772,7032794,593332,333423,465842,274675,191167,335662,309283,26379,2621431,168543,25987,331006,196182,1905950,55436,612558,609293,468255,48173,-7379,100245,3265,8905041,1106416,,
2003:Q3,pct80to99,23711380,8424214,7153980,1270233,15287167,1585948,680234,464719,259835,204884,289551,247529,42023,3388870,447287,519619,1621103,3626998,2441352,221487,3923448,3913839,3061635,616113,-8086,244176,9609,19787933,20935345,,
2003:Q3,pct60to80,10865070,4410360,3591184,819176,6454710,888260,171981,128842,65584,63258,105877,89472,16405,838820,213996,301463,516782,2537621,617930,133140,2170179,2165573,1608861,548749,-5039,13001,4606,8694891,22045797,,
2003:Q3,pct40to60,6089812,2847889,2291556,556333,3241923,463586,107195,61991,27902,34090,68591,55920,12671,472205,114732,102102,180186,1285553,296548,89234,1408145,1405701,951404,429263,-1275,26309,2444,4681668,22040012,,
2003:Q3,pct20to40,3612779,1829703,1484191,345512,1783076,454517,49772,29115,14554,14561,21817,12738,9079,180817,57336,22353,56660,590199,260375,60114,724677,723442,435039,282098,-854,7159,1235,2888102,22039388,,
2003:Q3,pct00to20,1698959,945751,764934,180817,753208,179205,26133,6452,0,6452,18491,16094,2398,121378,44883,3064,11459,141709,168568,31865,310861,309929,165739,135278,-508,9420,932,1388098,22037547,,
2003:Q4,pct99to100,10165675,2576885,2108219,468667,7588789,601396,308357,512780,306282,206498,323830,297139,26691,3078690,179845,27005,357224,195677,1946163,57821,638615,635354,485223,45552,5672,98906,3261,9527060,1111683,,
2003:Q4,pct80to99,24445544,8580858,7301232,1279626,15864686,1604082,667462,514057,280697,233360,285342,243299,42043,3739579,459678,537316,1774198,3623647,2431644,227681,3990919,3981306,3142110,630854,6635,201708,9612,20454625,21027474,,
2003:Q4,pct60to80,11272297,4514743,3681144,833599,6757554,914395,172262,145248,72878,72371,111179,94788,16391,911635,212325,323332,564962,2622335,642439,137441,2244206,2239701,1662075,561613,4049,11964,4505,9028091,22143116,,
2003:Q4,pct40to60,6269168,2931087,2361726,569361,3338081,459504,108529,70274,31179,39094,69777,56387,13390,508545,114710,107610,196468,1304949,304804,92913,1454295,1451863,984664,438740,1121,27338,2433,4814873,22137325,,
2003:Q4,pct20to40,3664784,1850225,1506683,343542,1814559,464817,47235,31138,15293,15845,23809,14553,9256,187867,56416,23421,59769,588973,268751,62361,748507,747304,451220,287456,907,7721,1203,2916277,22135893,,
2003:Q4,pct00to20,1743884,966508,783702,182806,777376,178943,26716,7047,0,7047,20300,18056,2244,131616,48106,3312,11586,135080,181177,33493,323397,322416,170321,138718,557,12820,981,1420487,22134917,,
2004:Q1,pct99to100,11028832,2710246,2226902,483344,8318586,627189,283812,877628,662258,215370,324370,297256,27114,3349838,186805,27828,360316,199263,2022172,59366,650150,646881,502602,41092,5247,97941,3269,10378682,1116823,,
2004:Q1,pct80to99,25299021,8880401,7589457,1290944,16418620,1659480,653726,759747,509868,249879,292406,250205,42201,3871916,462934,548112,1816715,3663978,2459788,229818,4064062,4054437,3208194,629077,6007,211159,9625,21234959,21118810,,
2004:Q1,pct60to80,11779324,4671825,3821670,850155,7107498,951058,172143,260392,182549,77843,121249,104735,16514,942170,208223,342037,568222,2729115,673840,139049,2278741,2274336,1701645,556892,3731,12068,4405,9500582,22239442,,
2004:Q1,pct40to60,6474878,3025420,2443333,582088,3449458,464085,109550,111224,69351,41873,69190,54796,14394,526591,113073,111559,195583,1332668,321880,94055,1487583,1485163,1014076,440693,965,29428,2420,4987295,22233681,,
2004:Q1,pct20to40,3726326,1883072,1539112,343961,1843254,479764,44721,39766,23533,16233,24069,14370,9699,187289,55353,24175,58747,589056,277463,62851,761372,760202,466566,286025,778,6832,1171,2964953,22231687,,
2004:Q1,pct00to20,1819770,1000793,813518,187275,818977,179410,27213,27528,20230,7298,23443,21200,2243,136378,50455,3509,12103,129996,194747,34195,332963,331932,175605,142693,426,13208,1031,1486807,22231255,,
2004:Q2,pct99to100,11303920,2826004,2339815,486190,8477916,639334,259366,804576,597593,206984,329597,302058,27539,3415495,195864,28425,361646,215275,2167427,60911,671306,667605,527516,37970,5175,96945,3701,10632614,1121788,,
2004:Q2,pct80to99,25561982,9076992,7767170,1309822,16484990,1686477,638143,699457,468239,231218,304066,261707,42359,3776976,470491,550821,1850822,3714202,2561600,231936,4192782,4182790,3314621,634982,5823,227363,9992,21369200,21208820,,
2004:Q2,pct60to80,12059728,4824979,3956566,868413,7234748,979658,171466,229031,156557,72474,133522,116882,16641,930261,205189,356878,568117,2801556,718424,140646,2346979,2342612,1766035,560591,3672,12315,4366,9712749,22334194,,
2004:Q2,pct40to60,6654983,3160177,2558794,601384,3494805,462168,110157,100276,62160,38116,67522,52104,15418,527100,112163,113645,193423,1357179,355986,95187,1542239,1539855,1060605,446700,894,31655,2384,5112743,22328485,,
2004:Q2,pct20to40,3770130,1919471,1578155,341317,1850659,491196,42175,36183,21921,14263,23420,13266,10154,179690,54338,24555,57424,591569,286775,63333,783152,782002,486847,288692,721,5741,1150,2986978,22326242,,
2004:Q2,pct00to20,1865660,1033088,845099,187989,832572,179378,27610,18175,11547,6628,27189,24944,2245,135724,53240,3642,12647,129991,210079,34896,345897,344796,185648,145604,348,13196,1101,1519763,22325969,,
2004:Q3,pct99to100,11700259,2959327,2456585,502742,8740932,641448,236134,869226,651127,218099,314130,286183,27947,3481702,204215,29159,358312,231590,2311899,63116,682396,678481,548068,36159,-1546,95799,3915,11017863,1126531,488098,1878056325
2004:Q3,pct80to99,25923600,9326368,8017760,1308609,16597232,1692632,622725,743863,492090,251774,298585,256091,42493,3675921,476512,558237,1862345,3766720,2662488,237204,4293591,4283415,3408184,651477,-1656,225410,10177,21630009,21296970,89322,487893
2004:Q3,pct60to80,12385923,4987608,4109327,878280,7398316,1002112,170542,249982,170782,79200,140305,123557,16748,917484,201702,374410,559063,2875368,763009,144340,2416257,2411963,1825297,575581,-1076,12161,4294,9969666,22426792,53593,89322
2004:Q3,pct40to60,6872148,3313878,2706244,607635,3558270,455553,110540,109531,67907,41624,69039,52624,16415,527502,110962,116882,187878,1382154,389932,98298,1593656,1591296,1100225,457684,-229,33617,2360,5278492,22421144,33881,53593
2004:Q3,pct20to40,3810191,1946546,1606856,339690,1863646,499958,39730,36924,22018,14906,26130,15551,10579,171714,53287,25164,55302,594109,296145,65181,807068,805945,505053,295929,-171,5134,1123,3003123,22419033,18924,33881
2004:Q3,pct00to20,1924521,1067209,876304,190905,857312,178977,27927,20938,13954,6984,29653,27425,2228,134999,55891,3816,13261,130054,225471,36324,356108,354947,192666,148044,-58,14295,1161,1568413,22418471,0,18888
2004:Q4,pct99to100,12392149,3026464,2526260,500204,9365685,678835,237136,962557,783123,179434,362375,333938,28436,3818348,210436,30300,396110,252894,2352765,63930,696927,692848,556126,37750,-2056,101028,4079,11695222,1131013,,
2004:Q4,pct80to99,27126275,9743848,8405904,1337944,17382427,1751382,619838,745753,560184,185568,315723,272928,42795,3982600,486651,589538,1992727,3897409,2756709,244095,4473584,4463245,3534734,670746,-2256,260021,10339,22652691,21382753,,
2004:Q4,pct60to80,12693759,5135192,4240273,894919,7558567,1008523,174008,269520,211012,58508,143040,126775,16265,989172,204648,377680,620047,2859256,763000,149672,2524200,2519865,1905089,600399,-1437,15814,4334,10169559,22516693,,
2004:Q4,pct40to60,6993499,3339032,2717668,621364,3654467,471449,110894,112624,83051,29573,64607,47104,17504,543604,114389,125343,212381,1406944,389862,102370,1629117,1626725,1131353,463252,-332,32452,2393,5364382,22511104,,
2004:Q4,pct20to40,3898015,1997758,1648992,348767,1900257,503970,40167,37385,26024,11360,22344,11131,11213,186906,57499,27447,61668,609781,284942,68148,818921,817711,511628,301758,-256,4581,1211,3079094,22509546,,
2004:Q4,pct00to20,2030630,1123456,928434,195022,907174,185966,27294,31822,26389,5433,29959,27139,2820,144559,55547,3691,12465,136434,241230,38208,360459,359315,201649,146214,-103,11555,1144,1670172,22508210,,
2005:Q1,pct99to100,12556927,3090153,2587767,502386,9466775,715918,225803,925317,743040,182278,373932,344996,28937,3844968,210492,30906,402345,270688,2402237,64169,691181,687040,553618,33480,-6075,106017,4141,11865747,1135225,,
2005:Q1,pct80to99,27675239,10113525,8755260,1358266,17561713,1808490,592900,738478,544511,193967,300515,257418,43097,3967618,483970,601976,1970302,3988959,2860210,248296,4578610,4568195,3652367,670809,-6718,251737,10415,23096628,21465768,,
2005:Q1,pct60to80,12789288,5276927,4369427,907500,7512361,1013466,173575,252870,191896,60974,134321,118545,15776,1002071,204242,371179,619855,2822808,764751,153223,2614092,2609732,1992858,602513,-4223,18584,4359,10175196,22603502,,
2005:Q1,pct40to60,7082902,3395623,2766066,629557,3687279,486994,108765,110174,79131,31043,66720,48052,18668,535099,115589,129321,213648,1424226,391980,104762,1638927,1636496,1152262,454704,-1020,30550,2431,5443975,22597972,,
2005:Q1,pct20to40,3964594,2037612,1679772,357839,1926982,507330,39084,40964,28388,12576,25089,13182,11907,193478,61552,28837,62529,624247,273916,69956,811212,809915,514343,291160,-780,5193,1296,3153382,22597332,,
2005:Q1,pct00to20,2103050,1175336,975744,199592,927714,193004,26327,26709,20886,5823,27487,24028,3458,146630,53941,3407,12181,141387,257163,39479,367600,366479,203113,152309,-327,11385,1121,1735450,22594805,,
2005:Q2,pct99to100,12999866,3161483,2648686,512797,9838384,739380,219525,977705,790008,187697,394789,365409,29380,3982096,211926,31794,422435,289371,2505263,64098,706433,702007,561324,33209,-3622,111096,4426,12293433,1139167,,
2005:Q2,pct80to99,28543229,10512462,9137447,1375014,18030767,1836551,575705,777261,569953,207309,292556,249234,43322,4064757,484168,624545,2014071,4089007,3021065,251080,4724442,4713764,3789644,681863,-4193,246451,10678,23818787,21545642,,
2005:Q2,pct60to80,12982704,5423947,4504093,919854,7558757,1009515,174969,267467,202505,64961,127992,112794,15198,1035965,204575,369813,646463,2789306,776853,155839,2723442,2719026,2082249,617860,-2555,21471,4416,10259262,22686862,,
2005:Q2,pct40to60,7222187,3464260,2830364,633896,3757927,495975,107701,118413,85009,33403,67138,47425,19713,534093,117298,135715,225139,1442936,407244,106273,1671891,1669434,1186190,455277,-694,28661,2457,5550296,22681391,,
2005:Q2,pct20to40,4019871,2062871,1693285,369586,1957000,506824,38651,46065,31896,14169,26192,13709,12483,203368,65670,30713,65818,639011,263532,71157,819212,817823,521154,291507,-567,5730,1389,3200659,22681955,,
2005:Q2,pct00to20,2189836,1227634,1020421,207212,962203,199646,25475,31205,24849,6356,25527,21490,4037,151362,52604,3206,11654,146672,274421,40431,376716,375608,212198,152673,-282,11019,1108,1813120,22677916,,
2005:Q3,pct99to100,13448097,3223703,2716167,507536,10224394,772612,224537,891114,739713,151401,412385,382660,29725,4227850,215764,32502,448549,307920,2625942,65217,719924,715938,569184,33926,-3399,116227,3986,12728173,1142836,,
2005:Q3,pct80to99,29491420,10911243,9517638,1393605,18580176,1883969,580010,700944,548808,152136,280729,237302,43427,4271455,489384,640854,2085789,4186449,3200973,259622,4879929,4869594,3929099,698664,-4085,245916,10335,24611491,21622002,,
2005:Q3,pct60to80,13179553,5586235,4656379,929855,7593318,1010104,180295,228562,180828,47735,120093,105612,14481,1090047,206204,365241,684653,2753320,792510,162290,2839053,2834686,2173138,639475,-2420,24492,4367,10340499,22766416,,
2005:Q3,pct40to60,7374417,3544019,2900996,643023,3830399,509384,108925,103530,79872,23658,67969,47473,20495,539774,119887,140619,241086,1460981,426847,111398,1708519,1705996,1220858,459038,-724,26824,2524,5665898,22761008,,
2005:Q3,pct20to40,4110449,2119398,1743880,375517,1991051,508284,39648,44547,33675,10872,27761,14951,12810,216436,69879,32290,70168,653710,253468,74861,830025,828564,528003,295034,-613,6139,1461,3280424,22762981,,
2005:Q3,pct00to20,2274421,1285351,1076973,208378,989070,206710,24848,23420,18491,4929,23032,18555,4477,158620,51746,2954,11007,151881,292143,42709,384925,383864,221599,152247,-335,10352,1061,1889496,22757202,,
2005:Q4,pct99to100,13779511,3271681,2769027,502654,10507830,799368,244423,926093,752807,173286,432402,402472,29929,4306887,217240,33324,471688,326723,2683020,66662,733919,730220,575662,34715,-1742,121585,3698,13045593,1146234,,
2005:Q4,pct80to99,30305871,11290975,9875541,1415434,19014896,1917268,611813,748363,558301,190062,270111,226737,43373,4305353,489679,661323,2142747,4285562,3312896,269782,4997842,4987724,4056855,713946,-2207,219130,10118,25308028,21694472,,
2005:Q4,pct60to80,13352801,5721872,4780105,941767,7630929,1006130,190459,239436,180090,59347,112386,98805,13581,1113254,206535,362723,717078,2717013,796092,169823,2945164,2940825,2255277,659654,-1261,27154,4340,10407637,22841808,,
2005:Q4,pct40to60,7490527,3594154,2940627,653528,3896372,519629,112887,112199,81925,30274,68008,47135,20872,532950,121623,146519,254865,1479156,430990,117545,1740107,1737525,1251093,462405,-423,24451,2581,5750420,22836466,,
2005:Q4,pct20to40,4205670,2178184,1795725,382460,2027486,507767,42493,50878,36637,14241,28618,15859,12759,225082,74034,34070,74007,668460,242803,79273,840481,838942,533546,298478,-375,7293,1539,3365189,22839974,,
2005:Q4,pct00to20,2360748,1341068,1130639,210429,1019680,213647,24407,24980,18794,6186,20373,15675,4698,161996,50397,2734,10399,157169,308213,45364,393826,392806,230433,151358,-224,11239,1021,1966921,22832323,,
2006:Q1,pct99to100,14561386,3249358,2737154,512204,11312028,860617,245698,968709,799221,169488,460874,431000,29874,4937007,200947,34174,493744,346214,2697920,66123,752787,749057,586560,34471,1363,126662,3730,13808599,1149358,,
2006:Q1,pct80to99,31355977,11417089,9988032,1429057,19938888,2020030,607914,771360,584008,187352,266674,223638,43036,4901829,452898,682872,2194064,4391210,3379567,270469,5169217,5159051,4201370,721077,1857,234747,10166,26186760,21762680,,
2006:Q1,pct60to80,13502486,5745654,4793470,952184,7756832,1019301,194818,248095,189720,58375,106940,94559,12381,1236819,197187,360694,747394,2682915,791604,171065,3052774,3048416,2345781,671120,1014,30501,4358,10449711,22912679,,
2006:Q1,pct40to60,7568266,3586120,2929720,656400,3982146,545578,113252,117626,87853,29773,65605,45118,20487,561560,116900,152683,267865,1498370,424941,117767,1777082,1774461,1289453,461771,390,22848,2620,5791184,22907411,,
2006:Q1,pct20to40,4248732,2174163,1780600,393563,2074569,514575,43051,55252,40594,14659,27170,15158,12012,248604,77672,35905,77664,683387,231699,79589,848941,847316,541455,298247,365,7250,1625,3399790,22912499,,
2006:Q1,pct00to20,2422241,1363061,1145658,217403,1059181,221653,23551,28808,22551,6257,17927,13421,4506,177816,45425,2521,9799,162715,323116,45850,404015,403020,242320,150899,236,9565,995,2018227,22902938,,
2006:Q2,pct99to100,14567574,3258222,2751238,506984,11309353,884550,257479,927805,736899,190906,494924,465331,29593,4805421,201192,34733,499248,365079,2773352,65570,766794,763039,594416,33190,3604,131829,3755,13800780,1152209,,
2006:Q2,pct80to99,31673267,11649296,10198274,1451023,20023970,2045808,622943,786790,555868,230922,268169,225719,42449,4716329,450587,694298,2167948,4488872,3511107,271121,5331660,5321453,4348052,727351,5315,240735,10207,26341607,21826252,,
2006:Q2,pct60to80,13513717,5826020,4861920,964101,7687697,1011694,202506,237323,165682,71642,103068,92103,10965,1221883,196807,353667,745885,2643746,798827,172291,3163596,3159221,2442797,679938,2763,33724,4375,10350121,22978672,,
2006:Q2,pct40to60,7620680,3620809,2953875,666934,3999871,554179,115427,118739,81203,37536,61429,41924,19506,539290,118187,156421,268658,1515884,433679,117977,1811096,1808436,1326272,459904,1216,21044,2660,5809584,22973488,,
2006:Q2,pct20to40,4299533,2209304,1808660,400644,2090229,512462,44903,60035,41328,18707,24065,13329,10736,252013,81813,37246,78423,698042,221328,79899,854058,852346,548359,295322,1185,7480,1712,3445475,22980122,,
2006:Q2,pct00to20,2476056,1400073,1180529,219544,1075983,228643,22758,23065,15351,7714,15610,11613,3997,176458,43804,2231,9519,167984,339577,46334,416341,415372,252194,153906,812,8460,969,2059715,22968708,,
2006:Q3,pct99to100,14930619,3252931,2753383,499548,11677688,914776,277879,922869,749511,173358,513137,484044,29093,4993333,206513,35560,521257,384892,2842541,64933,776832,773113,597081,34274,4750,137008,3719,14153787,1154785,,
2006:Q3,pct80to99,32352547,11843783,10368962,1474820,20508764,2083555,652787,767112,565168,201943,253157,211547,41610,4856246,458853,715255,2218435,4596096,3635868,271401,5478784,5468589,4467030,748712,7610,245237,10195,26873763,21884814,,
2006:Q3,pct60to80,13601115,5883628,4907062,976567,7717486,1006397,212664,227349,164754,62596,93090,83693,9397,1264766,199168,351302,776092,2608496,804888,173275,3270142,3265761,2522382,702679,3757,36942,4381,10330973,23039431,,
2006:Q3,pct40to60,7689501,3633348,2954499,678849,4056153,565507,118862,115532,83217,32315,60021,41970,18051,536906,121317,162449,281648,1534994,440952,117966,1842022,1839320,1351193,467055,1881,19190,2702,5847479,23034342,,
